wid,label,genres,materials,image,year,year_bin,years,image_path,genres_encoded,materials_encoded,years_encoded
Q104973736,ceramic sculpture at Nad Přehradou school,public art,ceramic,https://upload.wikimedia.org/wikipedia/commons/3/32/Keramick%C3%A1_plastika_u_%C5%A1koly_Nad_P%C5%99ehradou_v_Horn%C3%ADch_M%C4%9Bcholupech_%28Q104973736%29_01.jpg,1990,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q104973736_0.png,8,2,11
Q104974618,Anthony van Hoboken,portrait,bronze,https://upload.wikimedia.org/wikipedia/commons/7/79/Busts_at_Westplein_-_1.jpeg,2013,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q104974618_0.png,7,1,12
Q105344229,Keramická plastika,public art,Other,https://upload.wikimedia.org/wikipedia/commons/d/de/Karel_a_Milena_Veli%C4%8Dt%C3%AD%2C_Keramick%C3%A1_plastika%2C_Bran%C3%ADk_%2801%29.jpg,1968,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q105344229_0.png,8,0,10
Q106434255,Harmonies by Raphaël-Charles Peyre,Other,marble,"[https://upload.wikimedia.org/wikipedia/commons/9/98/Crop_of_Monument_%E2%80%9EHarmonies%E2%80%9C%2C_inaugur%C3%A9_aux_Les_Platanes_le_5_juin_1910.JPG, https://upload.wikimedia.org/wikipedia/commons/e/ee/Perpignan-_Square_Bir_Hakeim_03.jpg]",1903,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q106434255_0.jpg,0,3,8
Q106439645,Monument à Jacques d'Arc,public art,metal,https://upload.wikimedia.org/wikipedia/commons/6/67/Statue_de_Jacques_d%27Arc1.jpg,1891,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q106439645_0.png,8,4,7
Q106440833,Horse,public art,ceramic,https://upload.wikimedia.org/wikipedia/commons/8/8c/Het_Paard_van_Ingrid_Mol_02.jpg,2012,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q106440833_0.png,8,2,12
Q106514207,Karyatide,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/c/c4/Max_Sauk_Karyatide_1965_Stadtpark_Muschelkalk_mit_Granit_Blick_Richtung_Stadthalle.jpg,1965,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q106514207_0.png,1,6,10
Q106621291,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/a/a4/Let%C3%ADc%C3%AD_pt%C3%A1k%2C_Ji%C5%99%C3%AD_Eisler%2C_J._M._Tich%C3%BD%2C_Pod%C4%9Bbradsk%C3%A1%2C_Vyso%C4%8Dany_%2803%29.jpg,1975,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q106621291_0.png,8,6,10
Q106621304,Amorphous sculpture,public art,stone,"[https://upload.wikimedia.org/wikipedia/commons/5/51/Amorfn%C3%AD_plastika_%281971%29_Josef_%C5%A0pa%C4%8Dek_Doubrav%C4%8Dick%C3%A1_ulice-06-2021-praha.jpg, https://upload.wikimedia.org/wikipedia/commons/f/fb/Praha_Strasnice_Doubravcicka_plastika_1.jpg]",1971,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q106621304_0.jpg,8,6,10
Q106621308,Block,public art,stone,https://upload.wikimedia.org/wikipedia/commons/e/ee/Kv%C3%A1dr_%281971%29_Josef_%C5%A0pa%C4%8Dek_Doubrav%C4%8Dick%C3%A1_ulice-06-2021-praha.jpg,1971,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q106621308_0.png,8,6,10
Q106621330,Pomník padlým barikádníkům,public art,stone,https://upload.wikimedia.org/wikipedia/commons/2/21/Pomn%C3%ADk_padl%C3%BDm_v_parku_v_ulici_U_Pomn%C3%ADku_v_Michli_%28Q56550845%29_03.jpg,1945,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q106621330_0.png,8,6,9
Q106621340,Helix,public art,Other,https://upload.wikimedia.org/wikipedia/commons/2/28/Praha%2C_Kobylisy%2C_%C5%A0roubovice_%282%29.jpg,1971,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q106621340_0.png,8,0,10
Q106621394,Baby elephant,public art,bronze,"[https://upload.wikimedia.org/wikipedia/commons/a/ac/Mate%C5%99sk%C3%A1_%C5%A1kola_P%C5%99%C3%ADborsk%C3%A1_Let%C5%88any_%2801%29.jpg, https://upload.wikimedia.org/wikipedia/commons/a/a9/Praha_Letnany_Priborska_514_socha_1.jpg]",1981,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q106621394_0.jpg,8,1,11
Q106621395,Calf,public art,ceramic,"[https://upload.wikimedia.org/wikipedia/commons/f/fe/Mate%C5%99sk%C3%A1_%C5%A1kola_P%C5%99%C3%ADborsk%C3%A1_Let%C5%88any_%2802%29.jpg, https://upload.wikimedia.org/wikipedia/commons/f/fa/Praha_Letnany_Priborska_514_socha_2.jpg]",1981,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q106621395_0.jpg,8,2,11
Q106621400,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/8/89/Socha_Lachtana_u_budovy_%C5%A1kol_Laudova_1024_10_v_%C5%98ep%C3%ADch_%28Q106621400%29.jpg,1953,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q106621400_0.png,8,1,9
Q106621404,Stones on Pedestals,public art,stone,https://upload.wikimedia.org/wikipedia/commons/f/f2/Lu%C5%BEiny%2C_Z%C5%A0_Brdi%C4%8Dkova.jpg,1988,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q106621404_0.png,8,6,11
Q106621407,Science and youth,public art,metal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Kovov%C3%A1_plastika_u_%C5%A1koly_v_Bronzov%C3%A9_ulici_v_Stod%C5%AFlk%C3%A1ch_%28Q106621407%29.jpg,1988,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q106621407_0.png,8,4,11
Q106621435,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/6/60/Kovov%C3%A1_plastika_Obelisky_u_%C5%A1koly_v_Klausov%C4%9B_ulici_v_Stod%C5%AFlk%C3%A1ch_%28Q106621435%29_01.jpg,1993,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q106621435_0.png,8,4,11
Q106627962,Die Spur,public art,metal,https://upload.wikimedia.org/wikipedia/commons/2/23/Robert_Schad%2C_Die_Spur%2C_2021_vor_dem_Institute_for_Disease_Modelling_and_Targeted_Medicine_%28IMITATE%29_3.jpg,2021,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q106627962_0.png,8,4,12
Q106704991,,Other,marble,https://upload.wikimedia.org/wikipedia/commons/c/c1/Louvre-Lens_-_Renaissance_-_035_-_RF_3101.JPG,1510,4,1500-1599,/home3/jqwx33/SculptureMTL/selected_images/Q106704991_0.png,0,3,3
Q106833284,Sitzende by August Macke,Other,Other,https://upload.wikimedia.org/wikipedia/commons/8/86/LWL_Museum_f%C3%BCr_Kunst_und_Kultur-Macke-Sitzende_%28Originalentwurf%29_DSC9129.jpg,1912,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q106833284_0.png,0,0,8
Q107164070,Čtyři roční období,public art,ceramic,https://upload.wikimedia.org/wikipedia/commons/8/87/%C4%8Cty%C5%99i_ro%C4%8Dn%C3%AD_doby_-_Jan_Simota_01.jpg,1959,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q107164070_0.png,8,2,9
Q107207761,Wassermusik,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/9/90/Wassermusik_Hans_Germer_01.jpg,2013,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q107207761_0.png,1,4,12
Q107348244,Baigneuse surprise by Alexandre Falguière,statue,marble,"[https://upload.wikimedia.org/wikipedia/commons/8/83/%28Narbonne%29_Baigneuse_surprise_-_Alexandre_Falgui%C3%A8re_-_Mus%C3%A9e_des_Beaux-Arts_de_Narbonne.jpg, https://upload.wikimedia.org/wikipedia/commons/9/90/Alexandre_Falgui%C3%A8re_-_Baigneuse_surprise_02.jpg]",1900,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q107348244_0.png,10,3,7
Q107358494,The Anchor,public art,stone,https://upload.wikimedia.org/wikipedia/commons/d/d4/El_ancla.jpg,1968,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q107358494_0.png,8,6,10
Q107527876,Baumdenkmal,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/a/a9/A-Saefkow-Platz_Denkmal_Fennpfuhl_111222_AMA_fec_%281%29.jpg,2011,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q107527876_0.png,8,1,12
Q107736073,Running Man,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/2/20/MX_MM_RUTA_DE_LA_AMISTAD_%2846447534845%29.jpg,1968,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q107736073_0.png,8,1,10
Q108060840,François Émile Popineau - La Bacchante ivre,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/f/f3/Fran%C3%A7ois_%C3%89mile_Popineau_-_La_Bacchante_ivre_02.jpg,1926,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q108060840_0.png,5,3,8
Q108071177,Berthe Girardet - Communiante,religious art,terracotta,https://upload.wikimedia.org/wikipedia/commons/0/04/Berthe_Girardet_-_Communiante_02.jpg,1904,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q108071177_0.png,9,7,8
Q108144100,Jugend – Älteres Paar,public art,stone,https://upload.wikimedia.org/wikipedia/commons/a/a4/Skulptur_Schragenfeldstr_%28Marza%29_Jugend_%C3%84lteres_Paar%26Ingeborg_Hunzinger%2619823.jpg,1989,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q108144100_0.png,8,6,11
Q108420292,Geit,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/7/7a/Geit_by_Peter_Petersen%2C_Vlieland_2006_1.jpg,2006,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q108420292_0.png,8,1,12
Q108438352,sculpture,public art,stone,https://upload.wikimedia.org/wikipedia/commons/9/96/Skulptur_Teterower_Ring_Berlin_6v7.jpg,2001,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q108438352_0.png,8,6,12
Q108464035,Regenbogen,public art,metal,https://upload.wikimedia.org/wikipedia/commons/7/74/Skulptur_Regenbogen_Berlin_1v4.jpg,1998,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q108464035_0.png,8,4,11
Q108471449,Regentropfen,public art,metal,https://upload.wikimedia.org/wikipedia/commons/a/aa/Regentropfen_%28Achim_K%C3%BChn%29_1084-964-%28120%29.jpg,1998,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q108471449_0.png,8,4,11
Q108477072,Fruchtbringende Erde,public art,Other,https://upload.wikimedia.org/wikipedia/commons/8/8f/Skulptur_Fruchtbringende_Erde_Berlin_1v2.jpg,1991,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q108477072_0.png,8,0,11
Q108506794,Berliner Bär,public art,stone,https://upload.wikimedia.org/wikipedia/commons/0/0a/Staaken_Heerstra%C3%9Fe_entry_bear.jpg,1968,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q108506794_0.png,8,6,10
Q108535606,Human Justice,abstract art,bronze,https://upload.wikimedia.org/wikipedia/commons/5/50/Skulptur_p%C3%A5_piedestal_i_tavelgalleriet._Den_m%C3%A4nnsliga_r%C3%A4ttvisan_alt._Egoismen_-_Hallwylska_museet_-_106916.tif,1920,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q108535606_0.png,1,1,8
Q108545311,Plastische Zeichen – Erdwürmer,public art,Other,https://upload.wikimedia.org/wikipedia/commons/5/5b/Skulptur_Plastische_Zeichen_%E2%80%93_Erdw%C3%BCrmer_Berlin_1v2.jpg,1984,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q108545311_0.png,8,0,11
Q108601165,Jean-Louis Jaley - Buste du Général d'Hautpoul,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/8/83/Augustins_-_Buste_du_G%C3%A9n%C3%A9ral_d%27Hautpoul_%281838%29_par_Jean-Louis_Jaley.jpg,1838,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q108601165_0.png,7,3,6
Q108603713,Liebespaar,public art,Other,https://upload.wikimedia.org/wikipedia/commons/8/80/Hauszeichen_%E2%80%93_Skulpturen_Liebespaar_Berlin_2v2.jpg,1998,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q108603713_0.png,8,0,11
Q108740918,Wegweiser,public art,stone,https://upload.wikimedia.org/wikipedia/commons/f/fd/Skulpturen_Borkheider_Stra%C3%9Fe_%28Berlin-Marzahn%29_12v12.jpg,1993,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q108740918_0.png,8,6,11
Q108837175,Hofzeichen,public art,stone,https://upload.wikimedia.org/wikipedia/commons/5/54/Skulptur_Hofzeichen_K%C3%B6thener_Stra%C3%9Fe_22-24_Berlin_3v3.jpg,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q108837175_0.png,8,6,11
Q108837410,Hofzeichen,public art,terracotta,https://upload.wikimedia.org/wikipedia/commons/4/45/Skulptur_Hofzeichen_Geraer_Ring_51-53_Berlin_2v3.jpg,1988,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q108837410_0.png,8,7,11
Q108870270,sculpture,public art,Other,https://upload.wikimedia.org/wikipedia/commons/8/8c/Eingangsgestaltung_des_Nachbarschaftshauses_%22Kiek_in%22_Berlin_2v2.jpg,2006,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q108870270_0.png,8,0,12
Q109397029,house entrance sign,public art,stone,https://upload.wikimedia.org/wikipedia/commons/0/0b/Zossener_Str_HELLERSDORF_20110726_ama_FEC_%2833%29.JPG,1991,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q109397029_0.png,8,6,11
Q109518326,Kleine Zeeheld,public art,stone,https://upload.wikimedia.org/wikipedia/commons/b/b1/Kleine_Zeeheld.jpg,1996,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q109518326_0.png,8,6,11
Q109621589,Europe: The West: Autumn,public art,metal,https://upload.wikimedia.org/wikipedia/commons/a/af/Europe_The_West_Autumn.jpg,1997,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q109621589_0.png,8,4,11
Q109676114,Liegende – aufgestützt,nude,stone,https://upload.wikimedia.org/wikipedia/commons/9/96/Tierpark_Berlin_251-356.JPG,1989,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q109676114_0.png,6,6,11
Q109676217,"Mädchen, auf der Seite liegend",nude,stone,https://upload.wikimedia.org/wikipedia/commons/c/c2/M%C3%A4dchen_auf_der_Seite_liegend%2C_Tierpark_Berlin%2C_507-613.jpg,2001,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q109676217_0.png,6,6,12
Q109774162,Curlicue,public art,metal,https://upload.wikimedia.org/wikipedia/commons/8/82/Curlicue_2017-08-12%282%29_%2849311359888%29.jpg,1989,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q109774162_0.png,8,4,11
Q109788911,Monument au baron Larrey,statue,bronze,https://upload.wikimedia.org/wikipedia/commons/f/f7/Badiou_de_la_Tronch%C3%A8re_-_Monument_au_Baron_Larrey_03.jpg,1863,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q109788911_0.png,10,1,7
Q109886025,The Year 1965,nude,stone,https://upload.wikimedia.org/wikipedia/commons/e/e3/GeorgKolbeM._Garten_2.JPG,1965,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q109886025_0.png,6,6,10
Q109929064,Spielende,nude,bronze,https://upload.wikimedia.org/wikipedia/commons/d/d9/Skulptur_Rudolfplatz_%28Frhai%29_Spielende%26Wilfried_Fitzenreiter%261975.jpg,1975,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q109929064_0.png,6,1,10
Q109931869,Boy with duck,nude,bronze,https://upload.wikimedia.org/wikipedia/commons/1/15/Statue_Weberwiese_%28Friedh%29_Knabe_mit_Ente.jpg,1920,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q109931869_0.png,6,1,8
Q109942676,Toys for the wind,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/b/bd/Skulptur_Hammarskj%C3%B6ldplatz_3_%28Westend%29_Spiele_des_Windes%26C%C3%A9sar_Manrique%261997.jpg,1990,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q109942676_0.png,1,4,11
Q109998987,Venus and Cupid,nude,stone,https://upload.wikimedia.org/wikipedia/commons/3/37/Skulptur_Griechischer_Park_%28Obers%29_Venus_und_Amor_Peter_Breuer_1925.jpg,1925,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q109998987_0.png,6,6,8
Q110044051,Saint Sebastian,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/e/ec/Delft_kunstwerk_sint_sebastiaan.jpg,1966,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110044051_0.png,8,1,10
Q110044073,Hendrik Zwang,portrait,stone,https://upload.wikimedia.org/wikipedia/commons/f/f2/Delft_kunstwerk_hendrik_zwang.jpg,1937,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q110044073_0.png,7,6,8
Q110044081,Commedia dell'arte,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/0/04/Delft_kunstwerk_melkjongens.jpg,1987,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110044081_0.png,8,1,11
Q110044140,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/1/19/Delft_kunstwerk_waternimf.jpg,1969,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110044140_0.png,8,6,10
Q110044145,Horn of Plenty,public art,metal,https://upload.wikimedia.org/wikipedia/commons/b/be/Bas_Maters_-_Hoorn_des_Overvloeds_%281994%29_-_Delft.jpg,1994,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110044145_0.png,8,4,11
Q110044147,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/3/3a/Delft_kunstwerk_filmdraagster.jpg,1996,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110044147_0.png,8,6,11
Q110044162,Concrete Lip,public art,stone,https://upload.wikimedia.org/wikipedia/commons/f/f3/Concrete_Lip.jpg,2011,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q110044162_0.png,8,6,12
Q110088243,Kabuki and Sadko,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/0/08/Sadko_and_Kabuki_Bow_Valley_Square_Calgary_%288068111826%29.jpg,1971,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110088243_0.png,8,1,10
Q110255169,Kugelhaus (Spielhaus),abstract art,Other,https://upload.wikimedia.org/wikipedia/commons/f/fc/Betonskulptur-Kugel-Spielhaus-Erich-Reischke-Maerkisches-Viertel-Berlin-Reinickendorf-07-2017.jpg,1967,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110255169_0.png,1,0,10
Q110330925,Anabase,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/3/32/Rolf_Szymanski_-_Anabase.jpg,1983,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110330925_0.png,1,6,11
Q110344151,Mother and child,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/7/76/Skulptur_Ossietzkystr_14_%28Panko%29_Mutter_und_Kind%26Theo_Balden%261974.jpg,1974,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110344151_0.png,1,6,10
Q110390673,The Flame,abstract art,bronze,https://upload.wikimedia.org/wikipedia/commons/2/2f/Bernhard_Heiliger_-_Die_Flamme_01.jpg,1963,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110390673_0.png,1,1,10
Q110412437,sculpture at Klinikum Friedrichshain,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/2/27/Friedrichshain_Kunst_Achim_Pahle_1.JPG,1977,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110412437_0.png,1,4,10
Q110413030,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/8/83/Schiedam_kunstwerk_kuiper.jpg,1995,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110413030_0.png,8,6,11
Q110413088,Lions,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/3/3e/Schiedam_kunstwerk_beeldengroep_leeuwen.jpg,2009,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q110413088_0.png,8,1,12
Q110449805,Fliegender Amboss,Other,metal,https://upload.wikimedia.org/wikipedia/commons/d/d8/Skulptur_Sterndamm_Gro%C3%9F-Berliner_Damm_%28Johth%29_Fliegender_Amboss%26Jan_Skuin%261985.jpg,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110449805_0.png,0,4,11
Q110454189,Black and white couple,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/3/38/Skulptur_Schnellerstr_127_%28Niesw%29_Schwarz-wei%C3%9Fes_Paar_Jan_Skuin_1994.jpg,1994,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110454189_0.png,1,4,11
Q110463841,Kapitell,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/1/17/Kapitell_%28Maria_Cocoea%29_Berlin-Alt-Treptow_-_985-867-%28118%29.jpg,1976,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110463841_0.png,1,6,10
Q110474385,,public art,Other,https://upload.wikimedia.org/wikipedia/commons/5/5f/Schiedam_kunstwerk_de_goede_mens2.jpg,2000,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110474385_0.png,8,0,11
Q110474406,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/2/22/Schiedam_kunstwerk_onbekend_plantage.jpg,2007,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q110474406_0.png,8,4,12
Q110474421,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/d/d1/Schiedam_kunstwerk_vaas.jpg,2008,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q110474421_0.png,8,4,12
Q110526949,The Player,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/c/c8/Speler.folkert.de.jong.2018.jpg,2014,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q110526949_0.png,8,1,12
Q110526955,Flora,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/4/44/Den_Haag_Zuiderpark_Marian_Gobius.jpg,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110526955_0.png,8,1,11
Q110527049,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/c/cf/Skulptur_R%C3%B6mische_G%C3%B6ttin_Flora_von_Bram_Roth_%28Den_Haag%29.jpg,1969,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110527049_0.png,8,1,10
Q110527110,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/8/89/Denhaag_kunstwerk_sprookje.jpg,1949,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q110527110_0.png,8,1,9
Q110527131,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/d/d3/Denhaag_monument_Thomson.jpg,1918,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q110527131_0.png,8,6,8
Q110527146,Girl with Flute,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/6/63/Denhaag_kunstwerk_meisje_met_fluit.jpg,1977,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110527146_0.png,8,1,10
Q110533254,Wegzeichen 3A,abstract art,bronze,https://upload.wikimedia.org/wikipedia/commons/5/53/Otto_Herbert_Hajek_-_Wegzeichen_3a.jpg,1997,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110533254_0.png,1,1,11
Q110589687,International Harvester,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/0/0b/Berlin-AVK_Thompson_055.jpg,1986,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110589687_0.png,1,6,11
Q110607269,Auf hoher See,abstract art,bronze,https://upload.wikimedia.org/wikipedia/commons/7/78/1990_-_Pomona_Zipser_-_Auf_hoher_See.jpg,1990,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110607269_0.png,1,1,11
Q110610711,Waage,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/f/f6/1984_-_Hartmut_Stielow_-_Waage.jpg,1984,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110610711_0.png,1,4,11
Q110644244,The Throne of Earthly Kings,public art,metal,https://upload.wikimedia.org/wikipedia/commons/d/de/The_Throne_of_Earthly_Kings_%E2%80%93_Fran%C3%A7ois_Hameury.jpg,2004,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q110644244_0.png,8,4,12
Q110645822,,public art,Other,https://upload.wikimedia.org/wikipedia/commons/e/ea/Denhaag_kunstwerk_variant_op_ring_II.jpg,1981,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110645822_0.png,8,0,11
Q110645844,Untitled,public art,metal,https://upload.wikimedia.org/wikipedia/commons/5/53/Denhaag_kunstwerk_Huygenspark.jpg,1990,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110645844_0.png,8,4,11
Q110645860,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/2/2f/Denhaag_kunstwerk_afgeknotte_boom.jpg,1966,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110645860_0.png,8,1,10
Q110645882,Square Knot,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/9/9a/Denhaag_kunstwerk_knoop.jpg,1986,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110645882_0.png,8,1,11
Q110645901,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/0/05/Oorlogsmonument_Binckhorst.JPG,1940,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q110645901_0.png,8,6,8
Q110645904,Joan Melchior Kemper,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/3/3b/Denhaag_kunstwerk_joan_melchior_kemper.jpg,1938,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q110645904_0.png,8,1,8
Q110645908,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/6/65/Loek_Bos-_De_lantaarnaansteker.JPG,2008,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q110645908_0.png,8,1,12
Q110645925,Roadline,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/6/6a/Denhaag_kunstwerk_roadline.jpg,1978,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110645925_0.png,1,4,10
Q110645931,Sculpture,public art,metal,https://upload.wikimedia.org/wikipedia/commons/1/14/Denhaag_kunstwerk_Marus_van_de_Made.jpg,1984,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110645931_0.png,8,4,11
Q110645952,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/8/80/Denhaag_kunstwerk_spectre.jpg,1966,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110645952_0.png,8,6,10
Q110645983,Man,public art,ceramic,https://upload.wikimedia.org/wikipedia/commons/d/d8/Denhaag_kunstwerk_zuiderpark_man.jpg,1981,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110645983_0.png,8,2,11
